country,Employee age,Emplyoee work exp,Salary
Netherlands,34,11,110000
UK,45,23,148800
Austria,29,7,65600
Norway,47,26,146400
Poland,33,10,61300
Poland,43,23,84100
Netherlands,18,0,66900
US,45,22,142900
Italy,29,7,75000
Poland,18,0,27500
Denmark,32,4,80400
Belgium,47,29,131600
Brazil,53,34,110600
Netherlands,42,22,133400
Belgium,28,4,79600
Canada,29,9,81500
Austria,40,22,116400
US,35,11,110700
Norway,47,24,136500
Poland,18,0,26200
Spain,50,26,128400
Mexico,35,8,43000
Switzerland,29,9,118600
Denmark,42,18,138200
France,23,1,63300
Brazil,24,1,24500
Poland,29,0,50300
Spain,50,28,126600
US,32,7,103200
UK,38,16,96800
Italy,33,14,87000
Belgium,37,16,101300
Belgium,37,14,107300
Sweden,37,16,118500
US,33,10,104700
France,33,8,90400
Italy,42,24,130700
Mexico,25,6,40200
US,45,19,120100
Belgium,26,4,83700
Poland,45,20,70800
UK,35,11,107000
Netherlands,32,13,100800
Denmark,37,13,113200
Portugal,33,5,30500
Portugal,18,0,34000
Ireland,22,0,67800
Austria,48,21,118100
Belgium,36,11,88100
Poland,28,5,64500
Switzerland,32,11,124100
Norway,32,9,92900
Spain,57,39,160000
Germany,18,0,63800
Mexico,26,6,51100
Germany,43,21,127200
US,22,4,79100
UK,46,23,112500
Argentina,37,13,67000
US,31,7,94500
US,48,26,145200
UK,41,19,112900
Italy,38,18,96800
Portugal,34,7,52200
Sweden,34,11,92900
Argentina,53,31,107200
Poland,36,13,79700
Portugal,34,8,72000
Austria,29,5,70000
Spain,41,19,91400
Portugal,18,0,22600
Austria,18,0,67900
Switzerland,22,1,99900
Brazil,42,16,61800
Spain,22,1,54200
Netherlands,42,15,105600
Mexico,22,0,31600
Ireland,46,25,143000
US,48,23,148200
Switzerland,56,31,185300
Sweden,18,0,53800
Portugal,29,7,48500
US,34,16,101800
Sweden,39,18,105600
Brazil,21,0,5000
Mexico,30,5,42100
Sweden,36,18,110100
US,50,32,152200
Brazil,27,6,18200
Netherlands,49,23,145700
Austria,30,8,85000
Sweden,44,26,146400
Argentina,18,0,35300
Norway,35,7,89100
Austria,18,0,55300
Mexico,53,32,115000
Ireland,40,14,113900
Belgium,35,17,108800
Argentina,29,9,34300
US,43,22,126400
Poland,51,30,114900
Italy,46,28,124700
Mexico,25,6,36100
Austria,47,24,129300
Germany,40,17,111300
Austria,43,21,119300
UK,19,0,69900
Ireland,41,23,119900
Argentina,22,0,45300
Denmark,44,20,129400
Sweden,45,22,131600
Poland,26,1,43800
Brazil,52,32,109300
Spain,40,22,116100
Norway,51,27,141300
Argentina,35,15,62000
Austria,30,12,100100
Austria,26,5,65800
Ireland,37,16,112800
Denmark,38,13,103700
UK,29,7,84500
Norway,36,15,123500
Mexico,48,23,77100
Germany,31,7,89400
Denmark,34,11,97900
Norway,37,13,94700
Portugal,21,0,43100
Netherlands,18,0,74400
Brazil,38,14,61200
Argentina,33,8,32400
Austria,49,30,139900
Norway,44,22,136400
US,58,38,169300
Netherlands,35,14,98100
Italy,29,8,69500
Netherlands,45,27,135300
Poland,29,8,61300
Germany,30,8,87200
Austria,28,0,68400
UK,19,0,75000
Ireland,23,0,67900
UK,25,3,70500
Netherlands,30,9,92600
UK,40,20,145100
France,37,13,104000
Ireland,28,2,75400
Canada,48,25,132500
Denmark,45,25,136700
Poland,42,20,105200
Norway,36,14,126700
US,40,17,126500
Denmark,27,5,93500
France,44,18,105800
Denmark,25,7,108200
Brazil,42,20,71900
Sweden,31,7,77200
Argentina,42,21,74600
Argentina,26,8,50200
Netherlands,18,0,58100
Mexico,18,0,6200
Poland,22,0,57300
Portugal,26,0,30800
Norway,34,10,105100
Switzerland,47,26,157700
France,24,2,54500
Netherlands,50,24,143200
Italy,38,16,95900
Germany,19,1,86200
Poland,30,4,63200
Mexico,30,7,31100
Switzerland,47,26,161600
Mexico,33,12,60900
Belgium,18,0,70300
Sweden,28,6,78900
Belgium,41,22,117400
Portugal,51,31,110700
Netherlands,27,6,88900
Austria,34,15,90800
Belgium,26,8,75300
UK,34,16,118500
Portugal,25,2,53300
Canada,43,19,117200
Switzerland,45,24,156100
Brazil,42,22,81600
Austria,24,0,66500
France,47,24,113800
Mexico,45,19,77800
Netherlands,27,3,75100
Switzerland,26,1,106000
Netherlands,44,16,121600
Norway,38,14,113900
Brazil,31,11,42000
Canada,29,10,83800
Poland,42,17,104000
Canada,30,10,102100
Ireland,36,18,110100
Denmark,28,9,97300
US,49,26,159300
Belgium,33,6,75600
Sweden,52,34,160700
France,34,7,101000
Belgium,43,21,116400
Portugal,28,4,50800
Spain,28,8,59200
Belgium,47,23,128900
Austria,38,15,111900
UK,31,7,87300
US,43,23,131200
France,34,14,105800
Switzerland,23,0,92900
Spain,28,4,45900
Netherlands,38,14,105100
Brazil,42,18,73300
Argentina,36,17,52400
Italy,33,14,80000
Argentina,34,11,53700
Austria,25,5,75500
UK,54,36,162100
Canada,53,31,160400
Austria,47,28,126200
France,31,8,80800
Germany,23,0,60900
UK,19,0,64600
Norway,23,3,68600
UK,33,8,88800
Canada,50,29,144500
Switzerland,35,12,128000
Belgium,18,0,54300
Canada,42,14,96300
UK,32,4,83800
Argentina,47,28,109600
Argentina,30,10,47400
Ireland,28,4,75800
Sweden,33,15,91500
Denmark,24,2,80300
Portugal,43,20,90000
Spain,40,20,108600
Poland,38,15,81700
Sweden,25,5,77400
Belgium,31,10,81200
Austria,26,0,37200
Norway,47,24,144600
Sweden,30,5,92900
Switzerland,39,19,159500
Belgium,42,24,124000
Brazil,48,26,97300
Netherlands,41,20,122100
Poland,26,4,59400
UK,43,20,141000
Switzerland,18,0,81300
Canada,37,15,103700
Poland,46,27,124400
Ireland,24,1,72500
Ireland,20,1,54600
Portugal,34,7,49800
UK,37,9,103000
Switzerland,35,15,135600
Germany,42,21,127900
Ireland,18,0,68500
Poland,35,12,77700
Spain,37,12,75800
Brazil,28,9,76600
Norway,39,13,107100
Belgium,35,13,96000
Italy,41,16,99000
Switzerland,37,17,137500
Austria,42,20,119400
US,26,6,83800
France,43,19,123000
UK,18,0,72400
US,30,9,96700
Belgium,18,0,61400
France,19,0,67600
France,30,5,68600
US,30,5,74500
Italy,28,10,81300
Portugal,43,22,88600
Germany,29,4,90100
Ireland,27,1,69600
Argentina,22,4,10300
Spain,18,0,51400
Mexico,36,18,72500
Belgium,29,4,82100
Netherlands,40,13,113400
Belgium,21,0,64200
Denmark,28,6,89900
Brazil,41,21,84200
Germany,38,16,106000
Spain,34,14,83000
Ireland,30,9,86500
Argentina,25,1,18700
Portugal,26,3,47100
Spain,56,34,147800
Netherlands,33,5,87400
Mexico,35,13,63100
Belgium,40,18,104400
Spain,43,21,115700
Canada,35,11,103400
France,46,28,126200
Mexico,28,6,44000
Norway,48,19,125500
Switzerland,65,44,209100
Netherlands,25,3,69800
Switzerland,18,0,98600
Austria,35,11,108400
Belgium,53,31,146300
Italy,65,45,188200
Austria,35,12,98700
Ireland,18,0,65000
Sweden,34,9,70600
UK,27,2,88900
Netherlands,35,16,117000
Switzerland,44,21,152000
Argentina,47,28,102800
Sweden,39,20,108900
Netherlands,41,21,119800
Poland,37,15,74100
Belgium,33,7,96500
Canada,49,29,148400
Sweden,35,11,88400
Italy,30,4,53700
Poland,51,30,116500
Norway,38,11,100700
UK,35,15,103700
Italy,29,10,71000
Italy,23,0,48400
Argentina,35,15,47800
Canada,48,15,107700
Austria,18,0,63000
Poland,24,6,51100
Switzerland,31,5,105300
Sweden,45,23,124400
Switzerland,29,6,118900
UK,22,1,81100
UK,42,20,123400
Portugal,29,3,37400
Canada,37,17,105300
Norway,34,9,98900
Austria,26,5,63200
Denmark,32,8,108100
Ireland,32,8,78400
Italy,29,1,80700
Belgium,23,0,53200
Sweden,31,11,79500
Sweden,42,19,121600
Denmark,43,25,150600
Ireland,44,24,128300
Portugal,39,21,92700
Austria,39,20,244100
Netherlands,35,9,90200
UK,51,33,145100
Mexico,26,7,36000
Austria,40,13,194200
Argentina,29,3,30800
Belgium,18,0,61800
Spain,32,11,91800
Portugal,45,27,96600
Sweden,28,10,83100
Norway,42,24,144800
Denmark,56,36,176300
Mexico,27,3,28400
Sweden,18,0,47500
Ireland,53,32,168600
Portugal,25,0,34400
US,26,0,73400
US,34,7,100400
Austria,35,16,106400
Brazil,18,0,29900
Germany,48,23,140600
Norway,31,13,93700
Sweden,30,7,81100
Brazil,18,0,17900
France,41,19,112600
Mexico,40,16,76800
Germany,29,9,91800
Portugal,41,18,97500
Germany,37,19,128100
Mexico,44,20,86100
Norway,38,17,119200
Italy,31,9,85900
Brazil,36,18,65000
Norway,24,0,79900
Ireland,60,42,163200
Sweden,31,13,95300
US,38,18,136300
Portugal,43,23,91300
Poland,40,13,74500
Ireland,49,27,145000
Italy,52,30,113200
Canada,24,6,96300
Italy,40,21,111100
Portugal,22,1,26500
Denmark,29,11,99200
Brazil,38,18,66100
Netherlands,49,31,170300
Norway,46,24,138600
Portugal,30,12,67100
Italy,48,27,122300
Sweden,23,1,46000
Brazil,37,13,76500
Denmark,55,33,164600
Spain,49,31,146000
Mexico,44,26,95600
Sweden,32,2,80300
Italy,37,14,80700
Sweden,39,21,111800
Denmark,35,16,103900
France,33,15,98400
Belgium,41,21,111600
Mexico,26,1,21500
Austria,24,0,59200
Argentina,27,3,33700
Spain,35,13,84800
Switzerland,45,24,164700
Sweden,57,33,173700
Argentina,24,3,29700
Brazil,27,1,24600
Germany,51,25,131200
Netherlands,44,22,127400
France,60,42,183900
Switzerland,23,5,101000
France,42,17,98800
Argentina,41,15,76600
Spain,31,10,83400
Switzerland,20,0,89500
Spain,44,21,108800
Portugal,34,12,83200
Austria,39,19,117600
Italy,49,28,128300
Ireland,24,4,88800
Germany,33,12,119900
Argentina,18,0,20800
Germany,26,0,74300
Italy,18,0,44600
Sweden,40,15,101900
Norway,38,11,110100
Norway,20,2,73600
Germany,36,18,107400
Switzerland,45,20,142400
Denmark,40,18,119600
Ireland,23,0,83500
Italy,26,7,62300
Ireland,34,16,90800
France,37,18,99000
Germany,31,11,105300
Mexico,20,2,27400
Belgium,24,0,58700
Canada,56,34,149900
Ireland,41,19,118500
Netherlands,30,6,86500
Portugal,28,4,36900
Poland,44,25,93600
Norway,45,22,122100
Spain,18,0,45100
Germany,31,3,72800
Italy,32,7,76000
Canada,42,16,108900
Belgium,18,0,70900
Sweden,35,12,96700
US,47,25,137700
Ireland,30,6,69300
Norway,25,2,70200
France,28,10,96500
Denmark,26,4,90300
Canada,18,0,58700
Norway,30,9,96600
US,40,20,121400
Belgium,30,11,91000
Mexico,32,14,50400
Italy,45,23,105800
Portugal,28,7,45100
Mexico,35,17,74200
US,30,6,91900
Italy,20,0,48200
Brazil,46,21,86400
Norway,42,23,146600
Brazil,41,19,72800
Norway,27,6,100800
Ireland,20,0,68500
Denmark,27,9,78800
Brazil,33,8,38800
Netherlands,29,7,95400
Sweden,18,0,53000
UK,37,12,100400
UK,28,3,82400
Italy,27,8,74600
France,29,5,76700
UK,52,34,156300
Spain,45,19,105100
Italy,44,26,106400
Spain,33,13,83900
Brazil,25,5,71100
Spain,27,9,66400
Portugal,44,19,84300
Austria,48,30,135400
Spain,33,12,82900
Poland,47,29,117600
Norway,34,16,116000
Argentina,42,20,68400
Denmark,41,17,104600
Germany,25,3,73200
Italy,42,21,106600
Brazil,44,18,76300
Belgium,39,21,118100
Sweden,18,0,69400
Brazil,50,30,94700
Austria,31,13,101000
Portugal,45,24,136600
Spain,46,25,110100
Norway,35,12,98200
Spain,43,25,114400
Netherlands,34,12,87100
Canada,35,8,98300
Portugal,31,10,73400
Switzerland,37,14,133300
Switzerland,37,14,134300
Ireland,30,9,98200
Norway,47,23,149200
Sweden,43,21,199200
Poland,32,10,66200
France,25,7,69100
France,30,12,98900
Switzerland,28,5,124100
Norway,32,7,98800
Poland,24,1,41800
Austria,44,18,106700
Poland,47,22,104100
Ireland,41,17,134400
UK,48,24,125000
Ireland,39,13,100400
Austria,47,20,122100
Switzerland,32,10,109300
Denmark,37,13,107700
Portugal,42,20,95000
Brazil,39,16,60700
Brazil,33,10,68900
Netherlands,50,22,133800
France,34,12,102100
Switzerland,48,30,164500
US,48,27,150000
Portugal,31,7,68000
France,38,15,104600
Switzerland,38,18,151200
Norway,18,0,69900
Argentina,21,0,22500
Norway,26,5,89800
Norway,40,21,123600
Mexico,28,7,39200
Belgium,44,24,124600
Poland,35,11,75400
Poland,33,4,39000
Brazil,29,8,43200
Poland,28,3,32000
Portugal,36,9,65300
Denmark,43,17,121600
Canada,37,16,105000
Belgium,35,17,110000
Germany,46,23,130600
Spain,38,13,98300
France,56,33,159400
Denmark,36,14,99600
Switzerland,34,8,113300
Portugal,34,9,65000
Portugal,39,12,62200
Canada,18,0,64700
Netherlands,46,28,150500
Germany,19,0,66300
Belgium,42,20,117000
Ireland,35,12,94300
Poland,38,19,96400
Austria,42,24,130200
Poland,31,11,63700
Poland,37,12,73200
Argentina,37,17,58200
Italy,53,32,127800
Poland,41,23,86600
Mexico,39,21,72700
Germany,46,20,126100
Brazil,36,18,72200
Spain,29,9,72100
Denmark,47,28,150900
Mexico,37,15,58900
Italy,42,23,103200
Portugal,35,12,77500
Belgium,51,28,131700
Denmark,40,18,184700
Sweden,46,23,128500
UK,50,27,143900
Canada,25,7,86700
France,32,5,99900
US,37,11,100900
Belgium,20,0,65400
Norway,38,14,116300
UK,30,6,93500
Spain,39,15,89200
France,44,17,135200
Poland,27,5,48600
Brazil,48,28,108500
Mexico,47,24,97500
US,18,0,75400
Netherlands,22,0,80300
Portugal,36,15,84000
Netherlands,34,12,102700
France,45,20,105700
US,36,15,128100
Ireland,23,3,61600
Belgium,37,18,103100
Belgium,29,9,103400
Mexico,18,0,26000
Netherlands,39,16,121100
Norway,28,10,91700
UK,33,6,96100
Germany,51,26,141900
Austria,35,12,105700
UK,35,12,129000
Germany,42,24,135000
France,47,23,147700
Austria,44,21,107700
Austria,18,0,68300
Netherlands,24,3,71300
France,37,17,160200
Argentina,27,2,34100
Canada,19,0,72000
Spain,29,8,77600
Portugal,29,1,39600
Sweden,57,34,160300
Belgium,43,22,106100
Mexico,20,2,23400
UK,43,23,119700
Austria,54,32,152800
Sweden,49,29,144600
Spain,37,13,81000
Poland,24,2,40000
Denmark,37,14,116900
Poland,35,15,79600
Norway,36,14,117900
Denmark,21,0,66300
Denmark,26,3,86600
Sweden,35,14,113200
Portugal,60,35,125800
UK,55,37,167900
Poland,58,35,135400
Italy,41,16,88700
Denmark,43,23,136600
Spain,23,0,55800
Ireland,35,12,90500
France,31,9,75900
Sweden,27,9,97400
Argentina,46,21,80400
Spain,43,19,105100
US,42,20,130300
Poland,47,26,98900
Denmark,29,7,90100
Spain,45,19,107900
Germany,34,12,97400
Germany,30,12,96700
France,33,6,78100
France,52,32,143000
Canada,41,17,109300
Austria,34,14,117500
France,22,3,67200
Denmark,39,18,119600
Belgium,43,18,112000
Canada,19,0,57800
US,21,3,85200
Austria,41,23,122900
Portugal,30,7,49900
France,42,23,127600
Spain,18,0,41100
Switzerland,47,26,156500
Denmark,29,7,84500
Argentina,26,3,10100
Switzerland,29,11,194300
Switzerland,29,6,101000
Canada,44,22,132100
Denmark,45,24,135200
Spain,45,21,105200
Germany,33,8,105700
Netherlands,32,8,101600
Argentina,29,4,19800
Argentina,41,23,83400
Poland,41,16,86300
Poland,39,15,76600
Spain,35,13,88800
Spain,44,23,108500
US,56,34,177600
Poland,39,15,79800
Netherlands,54,30,157900
Portugal,36,18,67400
Sweden,48,26,126700
Ireland,18,0,67000
Sweden,29,10,97800
Norway,26,4,83800
Poland,41,15,77200
Austria,34,11,88800
US,45,23,121100
Germany,37,9,105700
UK,39,14,103800
Argentina,32,9,54600
Ireland,32,12,116500
Ireland,30,12,97900
Ireland,32,9,100400
Austria,42,15,107400
UK,34,12,100300
Netherlands,42,19,123500
Netherlands,18,0,59400
Canada,38,10,75000
Ireland,33,15,113300
Portugal,47,28,117100
Denmark,34,16,119900
Sweden,21,0,73400
Spain,48,27,112500
France,37,16,110800
Portugal,19,0,42400
Belgium,33,10,87500
Poland,45,23,100800
Ireland,36,13,103300
Brazil,31,9,36300
Austria,21,0,61800
Norway,32,10,106000
Poland,32,12,56100
Belgium,31,11,86700
US,23,5,74700
Portugal,30,7,57000
Belgium,34,11,117600
Brazil,44,26,88700
Austria,29,6,70200
Brazil,20,2,24600
France,46,27,135000
Belgium,52,33,142400
Austria,38,17,118900
Mexico,27,4,33900
Switzerland,23,3,101600
Norway,30,7,103400
Norway,51,28,146000
Netherlands,23,3,81200
Denmark,39,19,115400
UK,23,0,52600
Italy,31,10,71500
Portugal,32,4,45000
Germany,31,10,92600
Belgium,51,31,140200
Brazil,23,3,36600
France,30,11,78900
Austria,26,4,77100
Italy,43,25,123900
Netherlands,35,13,118600
Belgium,44,24,127400
Sweden,30,7,74100
Netherlands,40,16,121000
Norway,41,21,117900
Switzerland,31,7,120400
Switzerland,27,9,112100
UK,34,9,101700
France,49,26,127700
Mexico,37,15,59000
Ireland,61,39,182000
UK,23,0,66600
UK,39,17,245300
US,38,19,121600
Austria,37,19,103200
Sweden,27,2,75400
Germany,25,3,74100
Belgium,27,7,74800
Ireland,28,0,73200
France,51,31,144400
Spain,30,11,64400
Brazil,25,0,23000
Poland,38,16,82500
France,38,7,91500
France,40,20,111300
France,39,21,135000
Argentina,25,4,25600
Brazil,42,18,74500
France,38,13,102700
Sweden,37,18,110000
US,33,8,99100
Italy,46,28,124600
Belgium,33,11,96900
UK,28,7,87700
France,32,14,100600
Sweden,43,19,111200
Portugal,33,11,59100
Brazil,48,27,93700
Sweden,56,31,151700
Norway,29,11,101100
Belgium,22,1,66500
Brazil,62,38,126500
Spain,48,24,129500
Denmark,38,20,121500
France,38,14,102500
Poland,33,10,68600
US,18,0,68100
Canada,45,23,129700
Mexico,33,14,63000
Argentina,24,6,27600
Denmark,60,34,166400
Spain,24,3,56000
Norway,25,5,101500
Norway,29,4,87300
Belgium,56,38,161500
Italy,23,3,55000
Ireland,31,10,95400
Ireland,34,14,101000
Brazil,32,13,63100
Canada,18,0,68400
Denmark,21,3,83200
Brazil,28,6,52500
Ireland,50,29,159300
Poland,40,19,87600
Austria,61,40,176900
Italy,40,18,88700
Switzerland,37,18,148700
Switzerland,40,22,169100
Poland,20,0,37500
Italy,46,24,109800
Denmark,31,4,82200
Mexico,30,3,36700
Germany,48,24,121500
Brazil,36,18,86400
France,49,27,130900
Belgium,44,23,123000
Spain,48,24,106400
Mexico,30,7,44200
Mexico,27,0,14800
Brazil,45,24,96500
Italy,34,16,81300
Italy,18,0,52000
Portugal,36,14,82400
Italy,35,12,73000
Ireland,30,11,89600
Brazil,36,12,53400
Spain,43,20,108600
Austria,42,21,119700
Denmark,26,3,83000
Denmark,33,5,95700
Canada,35,8,81400
Germany,34,16,108800
Argentina,27,1,29200
Sweden,34,13,99100
Belgium,24,0,57200
Canada,37,13,113300
US,26,5,100300
Mexico,36,15,72900
Netherlands,26,6,83200
Brazil,18,0,17700
Norway,25,0,60500
US,29,8,100700
Brazil,40,22,75100
Brazil,33,9,48800
Austria,27,9,96000
Portugal,45,27,109100
Canada,28,5,87200
Norway,36,18,126200
Argentina,18,0,60100
Germany,40,14,125500
Netherlands,24,2,65300
Denmark,31,10,94600
Brazil,45,21,92500
Norway,18,0,76500
Brazil,34,9,52900
Norway,37,12,97200
Germany,33,12,100000
Italy,50,25,115100
US,30,10,102900
Belgium,27,3,78600
Switzerland,41,19,146500
Denmark,36,18,115600
US,35,12,93800
Sweden,25,1,64100
Spain,29,6,63500
Italy,31,13,73000
Spain,22,0,43600
Italy,39,14,85300
Austria,43,23,103000
Sweden,27,6,86100
Ireland,38,17,109700
Norway,33,11,100900
Mexico,43,23,79300
Argentina,53,30,111400
Denmark,33,12,99800
Poland,27,3,55900
Sweden,30,11,95600
Sweden,30,5,73600
Sweden,44,20,116500
Brazil,29,6,47200
Spain,34,15,152900
France,31,5,63200
Mexico,40,16,69000
Poland,33,11,67400
Mexico,36,17,65300
Belgium,37,16,102800
Spain,49,21,101800
Netherlands,34,9,101000
US,34,12,112300
Germany,43,17,126500
Netherlands,36,13,95900
France,42,24,117700
Spain,18,0,37400
Argentina,30,7,36300
Portugal,18,0,32400
Austria,18,0,48500
Poland,37,11,84700
Ireland,47,27,134500
US,55,37,159800
Italy,39,18,103200
Netherlands,39,19,112200
US,52,29,145200
Canada,27,8,75100
Belgium,32,11,94900
Ireland,34,10,98500
Netherlands,41,23,122000
Ireland,33,12,116800
Italy,28,7,62600
Italy,40,22,106500
US,26,0,73900
France,31,7,79800
Germany,18,0,73600
Canada,33,9,86100
Mexico,25,5,30500
Switzerland,39,19,128800
Switzerland,43,20,151900
US,32,8,97400
Portugal,45,26,109800
Argentina,21,0,20200
France,41,18,116500
Netherlands,45,21,129400
Norway,30,10,108400
Mexico,46,24,152500
UK,35,13,93200
Switzerland,29,6,97200
Austria,39,16,103500
Brazil,38,17,76100
Norway,42,22,118900
Sweden,31,4,73300
Italy,51,33,122000
Spain,37,16,84200
Spain,19,0,61500
Belgium,43,25,140000
Denmark,40,18,119300
Italy,35,17,96100
Switzerland,34,9,111200
Sweden,35,8,93200
Denmark,50,31,146400
Mexico,26,0,22000
Ireland,32,9,92000
Belgium,27,4,73400
Norway,21,0,83500
US,27,6,92500
Poland,20,0,19400
France,32,14,94900
Belgium,23,2,64600
France,36,16,114900
Canada,50,28,162100
Portugal,39,19,91700
Italy,35,13,82700
Belgium,38,11,110600
Ireland,40,20,122700
Sweden,37,12,92700
Norway,47,26,148400
UK,33,15,96800
Germany,41,14,111400
Belgium,37,15,94300
Brazil,26,4,33800
US,24,0,73500
Ireland,50,26,133300
Belgium,41,20,120700
Germany,47,23,126300
Brazil,32,14,53400
Spain,29,4,71500
Belgium,34,10,86000
Canada,48,26,133400
Canada,41,21,115800
Poland,24,6,56800
Netherlands,24,0,79700
Belgium,45,18,110300
Italy,36,10,71600
Ireland,49,28,149100
Belgium,45,23,127800
Belgium,33,9,77900
Norway,34,11,106300
Norway,24,1,75600
Argentina,50,32,99400
Argentina,18,0,29600
France,43,13,108900
Netherlands,21,2,67700
US,33,13,114900
Belgium,44,23,117400
France,18,0,64000
Austria,30,10,93400
Argentina,42,18,68900
Italy,36,12,77500
Ireland,52,24,118700
UK,39,14,105500
Austria,44,23,117200
France,25,4,66700
Spain,24,0,55300
UK,33,8,82200
Poland,53,32,131200
Germany,26,6,98800
Brazil,25,0,18400
France,30,6,82100
US,18,0,86100
Netherlands,28,0,65000
Portugal,34,8,62700
Argentina,22,1,28900
Denmark,31,8,102000
Portugal,34,13,76500
Denmark,42,17,133400
Belgium,41,20,114200
Austria,30,9,91300
Mexico,29,6,50100
UK,46,20,117300
Austria,34,12,89300
Sweden,27,5,81500
Ireland,37,13,93100
Mexico,54,34,126800
Argentina,40,20,82500
US,32,9,93200
Belgium,40,19,117500
Brazil,31,12,50900
Brazil,39,13,72100
Poland,57,37,137500
Germany,39,21,136200
Netherlands,30,6,91700
Belgium,50,28,136300
Denmark,53,29,154500
Argentina,35,9,44200
Norway,55,32,175200
Norway,18,0,79800
UK,34,9,99300
Brazil,49,27,92900
Portugal,31,5,40400
Sweden,40,15,103300
Norway,37,13,122200
Denmark,18,0,68400
Italy,39,16,94500
Ireland,36,12,124300
Germany,36,17,105900
Netherlands,29,8,84300
Austria,50,26,143300
Spain,36,10,78900
Netherlands,55,30,155400
Brazil,55,36,118000
Spain,22,0,51300
UK,56,26,137400
US,50,32,164400
Switzerland,41,12,128200
UK,37,16,123200
Sweden,44,19,100300
Poland,33,15,80200
Argentina,48,23,74200
UK,32,9,98100
France,44,22,117100
Sweden,29,2,68400
Switzerland,43,22,145000
Mexico,49,30,106100
Portugal,25,1,44200
France,43,20,115800
Denmark,28,4,83900
Poland,62,38,152600
Switzerland,40,19,154800
Spain,55,36,139900
Denmark,41,19,133200
Argentina,45,24,85000
Sweden,38,18,110000
Italy,33,6,55200
Mexico,23,0,35200
US,54,36,170300
Sweden,37,12,101200
Italy,26,5,60700
Austria,43,16,111500
